cardinality,intelligent runtime,dumb runtime
6000,435,593
6000,430,591
6000,433,602
6000,415,595
6000,427,614
6000,437,580
6000,416,612
6000,426,582
6000,436,617
6000,426,599
6000,430,624
6000,433,588
6000,423,610
6000,419,598
6000,456,577
6000,439,590
6000,432,617
6000,437,589
6000,428,626
6000,418,593
6000,437,609
6000,510,608
6000,421,804
6000,443,604
6000,431,612
6000,431,603
6000,431,592
6000,443,603
6000,436,595
