cardinality,intelligent runtime,dumb runtime
10000,606,641
10000,619,628
10000,616,633
10000,609,638
10000,630,678
10000,619,630
10000,612,642
10000,791,648
10000,680,802
10000,647,665
10000,628,654
10000,627,770
10000,624,647
10000,630,663
10000,631,647
10000,626,653
10000,624,654
10000,628,659
10000,624,658
10000,903,658
10000,652,734
10000,635,675
10000,643,664
10000,631,672
10000,634,659
10000,637,660
10000,623,656
10000,629,660
10000,626,646
