cardinality,intelligent runtime,dumb runtime
10000,283,307
10000,299,300
10000,285,328
10000,293,301
10000,297,303
10000,286,306
10000,298,303
10000,281,306
10000,300,300
10000,292,293
10000,298,305
10000,298,309
10000,300,310
10000,297,310
10000,299,307
10000,299,305
10000,288,288
10000,298,309
10000,300,310
10000,290,307
10000,293,304
10000,297,311
10000,304,308
10000,294,300
10000,293,303
10000,286,301
10000,285,302
10000,302,303
10000,295,297
