cardinality,intelligent runtime,dumb runtime
1000,292,297
1000,287,296
1000,287,288
1000,283,295
1000,265,290
1000,279,291
1000,290,292
1000,283,291
1000,274,286
1000,266,290
1000,281,291
1000,267,288
1000,289,295
1000,289,292
1000,300,290
1000,284,295
1000,269,291
1000,278,283
1000,278,292
1000,281,295
1000,282,297
1000,287,293
1000,284,291
1000,289,294
1000,285,288
1000,279,294
1000,285,294
1000,285,291
1000,275,292
