cardinality,intelligent runtime,dumb runtime
2000,484,940
2000,443,941
2000,441,944
2000,441,934
2000,448,961
2000,523,962
2000,438,1004
2000,447,946
2000,447,959
2000,434,929
2000,445,965
2000,447,949
2000,448,947
2000,447,936
2000,444,961
2000,445,933
2000,444,964
2000,452,936
2000,456,942
2000,449,952
2000,445,951
2000,454,971
2000,449,951
2000,444,967
2000,448,945
2000,436,951
2000,447,964
2000,441,948
2000,445,968
