cardinality,intelligent runtime,dumb runtime
4000,344,390
4000,379,402
4000,340,403
4000,347,400
4000,378,398
4000,353,396
4000,350,405
4000,342,433
4000,355,387
4000,353,398
4000,352,398
4000,336,401
4000,382,400
4000,355,395
4000,356,401
4000,351,398
4000,354,392
4000,341,399
4000,338,394
4000,356,420
4000,356,403
4000,375,398
4000,339,404
4000,356,395
4000,355,395
4000,345,473
4000,349,399
4000,353,431
4000,354,393
