cardinality,intelligent runtime,dumb runtime
3000,895,2097
3000,722,2003
3000,738,2002
3000,754,2042
3000,735,2028
3000,806,1987
3000,766,2016
3000,704,1981
3000,783,2011
3000,780,2019
3000,742,1995
3000,798,2075
3000,781,2036
3000,734,2065
3000,786,2009
3000,983,2033
3000,764,2202
3000,764,2145
3000,750,2068
3000,731,2036
3000,772,2155
3000,801,2120
3000,762,2061
3000,762,2061
3000,814,2095
3000,725,2128
3000,995,2077
3000,888,2446
3000,889,2195
