cardinality,intelligent runtime,dumb runtime
2000,271,316
2000,291,326
2000,285,320
2000,276,342
2000,282,326
2000,287,326
2000,285,322
2000,292,319
2000,280,326
2000,284,322
2000,274,322
2000,275,346
2000,289,326
2000,283,324
2000,308,319
2000,335,327
2000,289,323
2000,276,327
2000,283,359
2000,290,317
2000,294,328
2000,295,313
2000,284,317
2000,292,384
2000,308,325
2000,281,320
2000,294,311
2000,291,325
2000,281,342
