cardinality,intelligent runtime,dumb runtime
6000,2166,4610
6000,2219,4564
6000,2528,4692
6000,2123,4586
6000,2310,4688
6000,2451,4709
6000,2342,4607
6000,2419,4523
6000,1955,4734
6000,2205,4668
6000,2028,4542
6000,2100,4605
6000,2047,4548
6000,1952,4477
6000,2283,4736
6000,1969,4468
6000,1950,4874
6000,2353,4699
6000,1936,4565
6000,2217,4642
6000,2118,4556
6000,2313,4673
6000,2389,4659
6000,2431,4480
6000,2000,4749
6000,2530,4768
6000,2271,4685
6000,2290,4706
6000,2334,4590
