cardinality,intelligent runtime,dumb runtime
7000,446,652
7000,445,644
7000,444,651
7000,657,656
7000,461,695
7000,455,647
7000,446,655
7000,454,765
7000,451,632
7000,447,674
7000,452,644
7000,449,661
7000,452,642
7000,445,667
7000,445,643
7000,451,654
7000,452,645
7000,456,653
7000,448,646
7000,447,671
7000,451,632
7000,446,660
7000,453,636
7000,449,666
7000,451,651
7000,451,662
7000,460,642
7000,480,637
7000,447,635
