cardinality,intelligent runtime,dumb runtime
1000,295,571
1000,294,575
1000,291,574
1000,297,581
1000,295,569
1000,299,571
1000,290,585
1000,299,580
1000,297,573
1000,282,579
1000,288,571
1000,294,570
1000,293,585
1000,283,588
1000,295,571
1000,284,578
1000,293,577
1000,294,575
1000,295,573
1000,291,562
1000,296,579
1000,288,572
1000,298,570
1000,295,575
1000,288,577
1000,292,588
1000,289,583
1000,291,575
1000,281,577
