cardinality,intelligent runtime,dumb runtime
5000,1274,3541
5000,1139,3344
5000,1168,3355
5000,1182,3467
5000,1238,3532
5000,1225,3504
5000,1213,3584
5000,1199,3515
5000,1205,3515
5000,1239,3603
5000,1196,3452
5000,1189,3482
5000,1202,3571
5000,1167,3615
5000,1177,3622
5000,1141,3477
5000,1189,3401
5000,1155,3382
5000,1215,3381
5000,1164,3337
5000,1061,3312
5000,1075,3200
5000,1068,3209
5000,1159,3342
5000,1076,3277
5000,1105,3395
5000,1094,3254
5000,1097,3288
5000,1096,3342
