cardinality,intelligent runtime,dumb runtime
2000,255,306
2000,254,310
2000,240,304
2000,251,301
2000,253,327
2000,254,312
2000,255,285
2000,242,303
2000,255,294
2000,255,298
2000,254,289
2000,255,284
2000,253,289
2000,250,304
2000,283,284
2000,254,278
2000,258,307
2000,253,312
2000,255,283
2000,257,300
2000,252,302
2000,237,305
2000,257,289
2000,254,305
2000,252,285
2000,244,313
2000,255,294
2000,245,302
2000,242,296
