cardinality,intelligent runtime,dumb runtime
6000,284,383
6000,291,395
6000,287,386
6000,279,393
6000,295,394
6000,290,388
6000,279,394
6000,291,388
6000,285,393
6000,275,418
6000,292,390
6000,289,398
6000,282,450
6000,286,393
6000,282,402
6000,316,391
6000,279,390
6000,289,384
6000,291,381
6000,288,390
6000,284,383
6000,278,395
6000,290,388
6000,290,398
6000,292,395
6000,289,388
6000,278,395
6000,292,395
6000,290,395
