cardinality,intelligent runtime,dumb runtime
5000,1499,3577
5000,1565,3641
5000,1508,3766
5000,1584,3799
5000,1503,3829
5000,1460,3696
5000,1515,3777
5000,1554,3714
5000,1444,3700
5000,1562,3769
5000,1449,3741
5000,1457,3850
5000,1830,4100
5000,1536,4031
5000,1556,3651
5000,1626,3729
5000,1492,3736
5000,1616,3700
5000,1476,3766
5000,2245,4771
5000,1779,3959
5000,1915,4039
5000,1881,3976
5000,1981,3888
5000,1821,3960
5000,1645,3848
5000,1628,3829
5000,1943,3807
5000,1652,3907
