cardinality,intelligent runtime,dumb runtime
1000,363,584
1000,335,590
1000,334,599
1000,349,590
1000,347,588
1000,343,599
1000,350,590
1000,352,601
1000,349,582
1000,349,590
1000,349,595
1000,352,596
1000,331,594
1000,343,591
1000,355,593
1000,343,609
1000,350,602
1000,345,593
1000,350,590
1000,349,672
1000,346,596
1000,348,591
1000,349,602
1000,335,591
1000,343,596
1000,342,595
1000,355,592
1000,350,618
1000,353,589
