cardinality,intelligent runtime,dumb runtime
4000,420,417
4000,481,419
4000,422,419
4000,425,416
4000,426,423
4000,422,417
4000,427,426
4000,422,419
4000,418,423
4000,422,424
4000,422,418
4000,421,425
4000,422,417
4000,422,422
4000,418,417
4000,422,422
4000,425,423
4000,426,422
4000,415,421
4000,422,421
4000,422,424
4000,423,410
4000,425,424
4000,422,415
4000,423,425
4000,422,419
4000,429,421
4000,422,419
4000,421,422
