cardinality,intelligent runtime,dumb runtime
2000,281,344
2000,276,352
2000,279,337
2000,286,354
2000,284,348
2000,298,359
2000,279,357
2000,294,343
2000,290,358
2000,281,349
2000,287,361
2000,290,351
2000,277,357
2000,283,355
2000,283,354
2000,287,357
2000,285,354
2000,291,356
2000,294,349
2000,274,355
2000,286,348
2000,287,361
2000,292,357
2000,289,355
2000,325,358
2000,282,357
2000,290,344
2000,289,355
2000,290,342
