cardinality,intelligent runtime,dumb runtime
3000,249,391
3000,262,335
3000,250,323
3000,257,319
3000,258,322
3000,258,336
3000,461,322
3000,263,346
3000,259,328
3000,247,304
3000,262,319
3000,264,320
3000,258,328
3000,262,337
3000,262,319
3000,262,324
3000,263,322
3000,262,321
3000,263,321
3000,257,324
3000,253,324
3000,263,303
3000,261,324
3000,262,325
3000,286,322
3000,257,309
3000,261,316
3000,259,319
3000,247,306
