cardinality,intelligent runtime,dumb runtime
9000,752,656
9000,755,655
9000,802,652
9000,751,652
9000,749,648
9000,751,653
9000,758,651
9000,756,646
9000,745,670
9000,753,647
9000,755,653
9000,760,650
9000,749,639
9000,753,652
9000,751,670
9000,728,649
9000,752,650
9000,755,653
9000,751,649
9000,751,637
9000,757,652
9000,750,654
9000,750,650
9000,752,653
9000,751,651
9000,754,650
9000,747,656
9000,745,648
9000,754,652
