cardinality,intelligent runtime,dumb runtime
2000,331,916
2000,328,898
2000,335,917
2000,351,902
2000,336,913
2000,346,906
2000,331,913
2000,337,909
2000,331,917
2000,335,912
2000,340,921
2000,343,903
2000,335,904
2000,342,912
2000,331,926
2000,331,899
2000,331,919
2000,328,877
2000,333,901
2000,343,924
2000,329,918
2000,337,907
2000,324,918
2000,328,911
2000,324,911
2000,329,904
2000,341,906
2000,330,896
2000,334,911
