cardinality,intelligent runtime,dumb runtime
4000,265,268
4000,258,252
4000,283,279
4000,270,275
4000,282,278
4000,277,276
4000,255,275
4000,278,271
4000,266,286
4000,272,271
4000,276,298
4000,279,282
4000,279,284
4000,284,285
4000,282,282
4000,281,287
4000,288,290
4000,264,288
4000,273,279
4000,272,273
4000,274,273
4000,276,271
4000,272,282
4000,276,274
4000,266,295
4000,264,282
4000,264,264
4000,268,286
4000,269,345
